ID,power,speed,thickness,dia,Solidt,Sdensity,Sspheat,Sthercondu,Liquidt,Ldensity,LSpheat,Lthercondu,Lsurfacet,Lviscosity,Lfusion,dsigma,Absorptivity,Lvapor,defect,defects
F21,150,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D43,140,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
H7,235,980,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
F3,200,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
D15,60,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D34,100,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D35,120,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
A70,300,300,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
B56,165,600,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D7,20,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
A17,75,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
E24,95,2400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
E14,75,900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
A21,75,700,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D30,100,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
B48,300,400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
B26,400,800,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D42,140,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D70,40,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D44,140,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D87,200,500,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
E6,55,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
D29,100,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
D61,180,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B37,250,800,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
B14,200,300,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
E4,40,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
B41,250,1200,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
D5,20,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
F26,150,2000,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
B42,250,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
F6,100,800,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
B13,200,200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
A34,125,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A48,175,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D6,20,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
B67,55,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
B12,200,100,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D25,80,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
F23,250,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
G1,50,100,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
H29,175,1300,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
B70,150,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D8,40,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
H48,230,250,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
B31,150,600,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
G18,170,1200,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
D47,140,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
G19,170,1300,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
D37,120,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
F13,250,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D39,120,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
H28,145,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
D80,180,600,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
G16,170,1000,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
B74,75,2200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A49,125,200,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A22,75,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D101,370,1050,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D56,180,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
B57,165,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D41,120,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D100,280,800,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D89,200,700,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B62,275,1000,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
H21,77.5,1400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
H36,250,2400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,1,Bl
H1,65,50,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
H15,65,250,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
D26,80,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D81,180,800,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
E9,65,2400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
D16,60,400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
D59,180,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
H24,105,900,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
A13,125,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
B60,220,600,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
E3,40,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
E8,65,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
F24,300,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
B65,275,800,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
F17,200,1400,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D72,80,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
G25,220,1900,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
B72,75,800,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
B19,300,300,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
G6,80,400,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
A40,175,400,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
B28,400,1200,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
G13,130,1000,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
B52,110,400,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
F25,125,2000,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
D85,220,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B78,300,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D46,140,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
G9,80,700,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
A55,175,200,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
H20,78.5,1800,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
A76,400,600,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
H6,215,1000,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,0,Gd
B30,150,400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
D48,140,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B15,200,400,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
D21,80,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
A23,75,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A46,200,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A39,150,1000,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D32,100,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D4,20,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
D102,280,1600,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D12,40,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
D90,200,800,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D83,180,1500,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
B76,225,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
H12,52,2150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
A62,400,1000,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,1,Bl
F10,200,1000,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
B40,100,1000,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
F15,350,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,3,Kh
D40,120,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D66,200,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B68,55,1000,46,60,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
A52,150,100,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
B34,200,1000,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,0,Gd
F20,125,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,2,Lf
D68,200,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B81,100,300,30,70,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A37,150,800,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
H42,130,400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
D3,20,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
E13,75,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
E5,40,2400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,1,Bl
G14,130,1100,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,0,Gd
A15,175,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
E15,85,400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
H11,52,100,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
B45,370,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
D88,200,600,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
G23,220,1700,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
D75,180,100,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D33,100,1200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
B43,300,1400,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,1,Bl
D77,180,300,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
A72,300,600,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A58,100,300,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,0,Gd
A43,200,600,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
F2,150,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,0,Gd
D62,180,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
H9,50,150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
A38,150,900,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
F22,200,1600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
D92,200,100,20,87,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
E19,85,2400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
D24,80,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
G21,220,1500,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
B83,100,500,30,70,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A73,300,700,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
B80,400,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
B73,75,1500,40,66,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,2,Lf
A19,75,500,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
A75,400,400,75,55,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
A25,100,400,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,2,Lf
D18,60,1000,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
A51,150,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
H19,73.5,2150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
G7,80,500,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,3,Kh
D78,180,400,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
F14,300,1200,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,1,Bl
G26,220,2000,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,1,Bl
D98,115,800,30,100,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,3,Kh
D69,200,1400,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D74,160,200,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
G4,50,400,40,100,1555,7.27,699.2,28.7,1586,6.9,740.8,20.17,1.53,0.0076,142500,-0.000147,0.3,131860.04,2,Lf
H17,55,1150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
E10,75,1400,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,0,Gd
H40,100,150,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,3,Kh
H18,73.5,2400,37,80,1698,7.3,696.9,30.18,1764,7.01,802.6,36.8,1.62,0.00622,159800,-0.000394,0.4,146658.96,2,Lf
F4,250,600,30,100,1778,7.23,742.6,27.22,1783,7,808.6,36.7,1.75,0.00644,12680,-0.00046,0.36,148238.62,3,Kh
D63,200,200,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
D23,80,600,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,2,Lf
A54,175,300,50,70,1679,7.32,995.8,26.2,1707,7.03,775.1,33.3,1.73,0.00732,110630,-0.00017,0.4,141919.98,3,Kh
D79,180,500,50,92,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,0,Gd
D52,160,800,30,52,1877,3.9,814.6,28.7,1923,4.2,972.4,33.75,1.625,0.0325,17800,-0.0003,0.3,159878.22,1,Bl
E18,85,1900,50,72,1522,7.93,631.06,24.12,1611,7.6,674.6,26.4,1.72,0.00809,16500,-0.00037,0.38,133938.54,3,Kh
B50,370,800,70,100,1618,7.72,684.63,26.16,1648,7.27,730.9,28.02,1.783,0.0068,136100,-0.00032,0.36,137014.72,3,Kh
